,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
4648,"Caracciolo, Giacomo",pca1719,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1719.html,qiao mo,69.23076923076923,55368
26822,"Ulrich, Peter",pul78,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pul78.html,limbach peter,69.23076923076923,19864
15609,"Leandri, Noam",ple696,Banque de France,90%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ple696.html,alexandri mohammad benny,69.23076923076923,71861
6266,"Dammert, Ana C.",pda59,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pda59.html,dammert ana,69.23076923076923,139249
23835,"Sanchis-Guarner, Rosa",psa518,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/psa518.html,wan chi,69.23076923076923,18893
16343,"Mazat, Andreas",pma2339,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pma2339.html,zatti andrea,69.23076923076923,54955
16053,"Misuraca, Gianluca Carlo",pmi706,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pmi706.html,papa gianluca,69.23076923076923,93557
510,"Arnaudo, Davide",par629,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/par629.html,radi davide,69.23076923076923,119157
3515,"Boden, John Mark",pbo837,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pbo837.html,an mark,69.23076923076923,31978
1432,"Bonnet, Paolo",pbo1185,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pbo1185.html,bonnet carole,69.23076923076923,131596
23312,"Saiz, Albert",psa110,Institute of Labor Economics (IZA),35%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psa110.html,libert t,69.23076923076923,116121
23143,"Seigneur, Isabelle",pse565,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pse565.html,bell eva,69.23076923076923,55873
6096,"Del Vecchio, Leonardo",pde1203,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde1203.html,madio leonardo,69.23076923076923,120056
6083,"Dahl, Gordon B.",pda455,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pda455.html,dahl gordon,69.23076923076923,103461
13547,"Krause-Pilatus, Annabelle",pkr209,Institute of Labor Economics (IZA),100,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pkr209.html,bell eva,69.23076923076923,55873
2126,"Bernard, Rene",pbe1224,Deutsche Bundesbank,50%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pbe1224.html,huruta bernard edheney,69.23076923076923,81500
22660,"Rocco, Giorgia",pro1238,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pro1238.html,borg ian,69.23076923076923,74820
26136,"Thum, Marcel P.",pth73,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,20%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pth73.html,thum marcel,69.23076923076923,19874
11279,"Heer, Burkhard",phe7,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/phe7.html,richard,69.23076923076923,55038
6589,"Dostie, Benoit",pdo7,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pdo7.html,conti benoit,69.23076923076923,146826
21113,"Piehl, Anne Morrison",ppi106,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppi106.html,herispon,69.23076923076923,61727
12661,"Jordahl, Henrik",pjo15,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pjo15.html,ens erik,69.23076923076923,35216
18693,"Nakov, Anton A.",pna69,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pna69.html,nakov anton,69.23076923076923,110453
20988,"Pastoris, Fausto",ppa1365,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppa1365.html,basto r,69.23076923076923,108945
12660,"Jordahl, Henrik",pjo15,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pjo15.html,ens erik,69.23076923076923,35216
10680,"Gomez Y Paloma, Sergio",pgo500,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pgo500.html,gomez m,69.23076923076923,103314
19997,"Palladino, Marco Guido",ppa1553,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ppa1553.html,baudino marco,69.23076923076923,144713
19680,"Paci, Daniele",ppa678,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppa678.html,garcia daniel,69.23076923076923,12882
23714,"Sparber, Chad",psp70,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psp70.html,barber howard,69.23076923076923,65045
11967,"Hild, Reinhard",phi122,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/e/phi122.html,richard,69.23076923076923,55038
26246,"Tansel, Aysit",pta98,Institute of Labor Economics (IZA),40%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pta98.html,tansel aysa t,69.23076923076923,95938
18561,"Nagot, Isabelle",pna168,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pna168.html,bell eva,69.23076923076923,55873
18168,"Martins, Pedro S.",pma50,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pma50.html,kartini,69.23076923076923,143155
18959,"Nicolas, Theo",pni418,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pni418.html,nicolas tha o,69.23076923076923,112483
12815,"Janssen, Rebecca",pja580,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pja580.html,mann becca,69.23076923076923,27974
28083,"Vidon, Edouard",pvi171,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pvi171.html,mien edouard,69.23076923076923,95519
10859,"Goodspeed, Timothy J.",pgo163,CESifo,33%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pgo163.html,lee timothy j,69.23076923076923,124615
29020,"Zimic, Srecko",pzi198,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pzi198.html,zimic srea ko,69.23076923076923,113162
2815,"Brons, Martijn Reinout Eelco",pbr213,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pbr213.html,boons martijn,69.23076923076923,84535
22346,"Rincon, Annabelle",pri236,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pri236.html,bell eva,69.23076923076923,55873
20524,"Papps, Kerry L.",ppa41,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppa41.html,papps kerry,69.23076923076923,143412
8544,"Faraca, Giorgia",pfa597,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pfa597.html,borg ian,69.23076923076923,74820
20504,"Porcellacchia, Davide",ppo591,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppo591.html,ticchi davide,69.23076923076923,106218
20195,"Perez-Duarte, Sebastien",ppe923,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppe923.html,hess sebastien,69.23076923076923,34049
7665,"East, Chloe N.",pea23,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pea23.html,east chloe n,69.23076923076923,150223
8370,"Falch, Torberg",pfa42,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pfa42.html,bach norbert,69.23076923076923,32971
9124,"Foerstemann, Till",pfr342,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pfr342.html,horstmann ig,68.96551724137932,63833
13231,"Kosonen, Tuomas",pko496,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pko496.html,tomunen tuomas,68.96551724137932,55900
8859,"Fisher, Hayley",pfi188,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfi188.html,fischer stanley,68.96551724137932,118460
17545,"Mrazova, Monika",pmr10,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pmr10.html,pavlova monika,68.96551724137932,11213
17614,"Meucci, Giorgio",pme1031,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pme1031.html,gnecco giorgio,68.96551724137932,145717
15421,"Loschiavo, David",plo472,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/plo472.html,toscano david,68.96551724137932,59071
9232,"Fontaine, Xavier",pfo198,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pfo198.html,tintin xavier,68.96551724137932,155267
3139,"Batikas, Michail",pba1245,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pba1245.html,kapias michal,68.96551724137932,421
22282,"Righi, Riccardo",pri390,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pri390.html,circi riccardo,68.96551724137932,29813
12374,"Ivaldi, Giorgio",piv117,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/piv117.html,valli vittorio,68.96551724137932,92816
22362,"Rousova, Linda",pro526,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pro526.html,belousova irina,68.96551724137932,94001
14851,"Lambert, Sylvie",pla156,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pla156.html,lambert claire,68.96551724137932,79166
600,"Altavilla, Carlo",pal73,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pal73.html,davila carlos,68.96551724137932,126056
9114,"Fereres, Sonia",pfe603,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pfe603.html,meireles monika,68.96551724137932,40078
10219,"Gruendler, Klaus",pgr571,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,1%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pgr571.html,mueller klaus,68.96551724137932,4140
2018,"Baldoni, Edoardo",pba1707,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pba1707.html,gallo edoardo,68.96551724137932,50076
28063,"Vulpes, Giuseppe",pvu2,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pvu2.html,telesca giuseppe,68.75,43672
5799,"Curtale, Riccardo",pcu233,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pcu233.html,valesi riccardo,68.75,24023
24739,"Schaffer, Mark E",psc51,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psc51.html,schaffner markus,68.75,33246
20530,"Porreca, Eleonora",ppo791,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/ppo791.html,zordan eleonora,68.75,7294
27762,"Vannacci, Lorenzo",pva682,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pva682.html,magnani lorenzo,68.75,4989
5702,"Ciesielski, Anna",pci146,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pci146.html,wisniewski janna,68.75,147495
6394,"Depalo, Domenico",pde573,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde573.html,ferraro domenico,68.75,110831
17101,"Mantzos, Leonidas",pma1110,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pma1110.html,montes leonidas,68.75,37196
9219,"Fontaine, Francois",pfo23,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfo23.html,robin francois,68.75,105852
4425,"Committeri, Marco",pco165,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pco165.html,grotteria marco,68.75,106214
9218,"Fontaine, Francois",pfo23,Paris School of Economics,90%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pfo23.html,robin francois,68.75,105852
271,"Abidi, Nordine  Sr.",pab585,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pab585.html,abidi nordine,68.75,108706
5369,"Chounet, Francois",pch1579,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pch1579.html,hermet francois,68.75,40113
19272,"O'Donnell, Charles",pod59,European Central Bank,80%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pod59.html,howell charles,68.75,54457
6617,"De Socio, Antonio",pde1037,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde1037.html,de vito antonio,68.75,153363
16309,"Maghiros, Ioannis",pma2178,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pma2178.html,katsios ioannis,68.75,25962
19798,"Pagano, Patrizio",ppa15,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/ppa15.html,germano fabrizio,68.75,60263
554,"Adema, Joop",pad279,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pad279.html,adema joop age harm,68.57142857142857,133126
11319,"Heid, Frank",phe198,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/phe198.html,zhang feida frank,68.57142857142857,5930
1918,"Bouleau, Clementine",pbo1177,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbo1177.html,clement piet,68.57142857142857,33908
182,"Apouey, Benedicte",pap18,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pap18.html,apouey ba na dicte,68.57142857142857,135649
10976,"Guthmuller, Sophie",pgu604,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pgu604.html,boutillier sophie,68.57142857142857,36116
2261,"Bertolozzi-Caredio, Daniele",pbe1433,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pbe1433.html,ho daniel e,68.57142857142857,153693
1715,"Ben Mohamed, Imen",pbe824,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbe824.html,ahmed merna,68.57142857142857,89957
5850,"Ciscar, Juan-Carlos",pci148,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pci148.html,caro juan carlos,68.57142857142857,60392
1582,"Baez, Javier Eduardo",pba812,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pba812.html,lora eduardo,68.57142857142857,35677
28779,"Xenogiani, Theodora",pxe4,Institute of Labor Economics (IZA),20%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pxe4.html,lau theodora,68.57142857142857,65122
21609,"Rogna, Marco",pro1006,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pro1006.html,solorio corona marco,68.57142857142857,12249
11631,"Houngbonon, Georges Vivien",pho587,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pho587.html,lewis vivien,68.57142857142857,33937
18851,"Naufal, George Sami",pna343,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pna343.html,george ammu,68.57142857142857,73359
18924,"Nuevo-Chiquero, Ana",pnu79,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pnu79.html,querido ana,68.57142857142857,22742
23507,"Soria-Espin, Pedro Javier",pso619,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pso619.html,ramos javier,68.57142857142857,8937
11908,"Hubert, Paul",phu183,Banque de France,95%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/phu183.html,berben robert paul,68.57142857142857,115825
13591,"Karamcheva, Nadia S.",pka434,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pka434.html,karamysheva madina,68.42105263157895,102463
14547,"Lehtimaki, Jonne Oskari",ple649,European Central Bank,5%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ple649.html,safri safri,68.4,153142
21067,"Priftis, Romanos",ppr366,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppr366.html,aos aos,68.4,56612
20262,"Perianez-Forte, Inmaculada",ppe926,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppe926.html,arian adam,68.4,76345
28108,"Vieira, Jose Cabral Vieira",pvi97,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pvi97.html,elvira vieira,68.4,128323
4146,"Cohen, Michele D",pco458,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pco458.html,he lei,68.4,28266
3097,"Bruno, Randolph Luca",pbr134,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbr134.html,ana a,68.4,30880
20557,"Peters, Bettina",ppe99,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/ppe99.html,nina peter,68.4,42747
20777,"Pettini, Anna",ppe181,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/ppe181.html,et al,68.4,112219
21178,"Paul, Quentin",ppa1549,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ppa1549.html,min min,68.4,88826
13124,"Koren, Miklos",pko6,CESifo,6%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pko6.html,aos aos,68.4,56612
21674,"Radde, Soeren",pra843,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pra843.html,wen wen,68.4,53627
13938,"Kato, Takao",pka69,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pka69.html,aos aos,68.4,56612
14658,"Lafourcade, Miren",pla137,Paris School of Economics,20%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pla137.html,wen wen,68.4,53627
11878,"Heynderickx, Wouter",phe574,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/phe574.html,endri endri,68.4,57511
7917,"Egle, Lukas",peg58,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/peg58.html,aos aos,68.4,56612
27916,"Vansteenberghe, Eric",pva1090,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pva1090.html,fan c,68.4,148864
